Sample_number,AnalysisdataAuth,Species,Sample_name,Basename,R1,R2,Strandedness,Transcriptome1_label,Transcriptome1,Transcriptome2_label,Transcriptome2,BUSCO_lin1,BUSCO_lin2,Genome_fasta_path
1,"""lexatrash""","""SpeciesName""","""Test_Sample""","""Test""","""/ocean/projects/bio230056p/mnaidu/Cephalopod/Sample_full_pipeline/DP3_PD/SRR18071813_Output_Left_paired_TruSeq3.fastq.gz.split/R1_Test.fastq.gz""","""/ocean/projects/bio230056p/mnaidu/Cephalopod/Sample_full_pipeline/DP3_PD/SRR18071813_Output_Right_paired_TruSeq3.fastq.gz.split/R2_Test.fastq.gz""","""rf""","""DN""","""/ocean/projects/bio230056p/mnaidu/Cephalopod/Sample_full_pipeline/DP3_PD/DP3_PD.Trinity.fasta""","""GB""","""/ocean/projects/bio230056p/mnaidu/Cephalopod/Sample_full_pipeline/DP3_PD/dp3_stringtie.fasta""","""metazoa_odb10""","""mollusca_odb10""","""/ocean/projects/bio230056p/mnaidu/Cephalopod/Genome/GCA_023376005.1_UCB_Dpea_1_genomic.fna"""
